"words","storyline","acting","visual"
"huge",0.000625651720542232,0.000175489909330214,0.000204060810121416
"leads",0.000625651720542232,0.000116993272886809,0.000153045607591062
"mind",0.000625651720542232,0.00111143609242469,0.000408121620242832
"nature",0.000625651720542232,0.000175489909330214,0.000102030405060708
"return",0.000625651720542232,0.000292483182217023,0.000204060810121416
"simply",0.000625651720542232,0.000760456273764259,0.000561167227833895
"surface",0.000625651720542232,0.000116993272886809,0.00183654729109275
"words",0.000625651720542232,0.00228136882129278,0.000204060810121416
"build",0.000573514077163712,0.000292483182217023,0.000357106417712478
"learn",0.000573514077163712,0.00116993272886809,0.000204060810121416
"list",0.000573514077163712,0.000292483182217023,0.00025507601265177
"lost",0.000573514077163712,0.000350979818660427,0.000153045607591062
"physical",0.000573514077163712,0.000818952910207663,0.000561167227833895
"wrong",0.000573514077163712,0.000292483182217023,0.000204060810121416
"add",0.000521376433785193,0.000584966364434045,0.00051015202530354
"dramatic",0.000521376433785193,0.000175489909330214,0.000153045607591062
"effect",0.000521376433785193,0.000292483182217023,0.00112233445566779
"examples",0.000521376433785193,0.000526469727990641,0.00025507601265177
"finally",0.000521376433785193,0.000350979818660427,0.000102030405060708
"future",0.000521376433785193,0.000292483182217023,0.000153045607591062
"immediately",0.000521376433785193,0.000292483182217023,0.000153045607591062
"leave",0.000521376433785193,0.000526469727990641,0.000102030405060708
"lines",0.000521376433785193,0.00105293945598128,0.000357106417712478
"meaning",0.000521376433785193,0.000233986545773618,0.00025507601265177
"movie",0.000521376433785193,0.000350979818660427,0.000663197632894603
"sentence",0.000521376433785193,0.000350979818660427,0.000102030405060708
"vision",0.000521376433785193,0.000116993272886809,0.000306091215182124
"author",0.000469238790406674,0.000292483182217023,0.000102030405060708
"begin",0.000469238790406674,0.000350979818660427,0.000408121620242832
"building",0.000469238790406674,0.000233986545773618,0.000816243240485665
"circular",0.000469238790406674,0.000175489909330214,0.000153045607591062
"connected",0.000469238790406674,0.000175489909330214,0.000102030405060708
"essential",0.000469238790406674,0.00064346300087745,0.000408121620242832
"extreme",0.000469238790406674,0.000175489909330214,0.000306091215182124
"found",0.000469238790406674,0.000760456273764259,0.00025507601265177
"head",0.000469238790406674,0.00181339572974554,0.000357106417712478
"isnt",0.000469238790406674,0.000701959637320854,0.00025507601265177
"lead",0.000469238790406674,0.000467973091547236,0.00051015202530354
"level",0.000469238790406674,0.000701959637320854,0.00107131925313743
"original",0.000469238790406674,0.00064346300087745,0.00107131925313743
"path",0.000469238790406674,0.000292483182217023,0.00025507601265177
"personal",0.000469238790406674,0.00175489909330214,0.000357106417712478
"reach",0.000469238790406674,0.000350979818660427,0.00025507601265177
"represents",0.000469238790406674,0.000116993272886809,0.000153045607591062
"returns",0.000469238790406674,0.000233986545773618,0.000102030405060708
"settings",0.000469238790406674,0.000116993272886809,0.000357106417712478
"short",0.000469238790406674,0.000526469727990641,0.000153045607591062
"starts",0.000469238790406674,0.000760456273764259,0.000306091215182124
"strong",0.000469238790406674,0.000350979818660427,0.000204060810121416
"talk",0.000469238790406674,0.000350979818660427,0.000153045607591062
"word",0.000469238790406674,0.00111143609242469,0.000153045607591062
"ability",0.000417101147028154,0.00064346300087745,0.00051015202530354
"acting",0.000417101147028154,0.00894998537584089,0.00025507601265177
"approach",0.000417101147028154,0.000584966364434045,0.00025507601265177
"bad",0.000417101147028154,0.000292483182217023,0.000204060810121416
"based",0.000417101147028154,0.000584966364434045,0.000918273645546373
"body",0.000417101147028154,0.00508920737057619,0.000408121620242832
"book",0.000417101147028154,0.00233986545773618,0.000102030405060708
"bring",0.000417101147028154,0.000994442819537876,0.000306091215182124
"brings",0.000417101147028154,0.000409476455103832,0.000102030405060708
"business",0.000417101147028154,0.000526469727990641,0.000204060810121416
"call",0.000417101147028154,0.000526469727990641,0.000102030405060708
"crucial",0.000417101147028154,0.000116993272886809,0.000153045607591062
"deal",0.000417101147028154,0.00105293945598128,0.000306091215182124
"detailed",0.000417101147028154,0.000175489909330214,0.000306091215182124
"experience",0.000417101147028154,0.00116993272886809,0.000357106417712478
"explain",0.000417101147028154,0.000175489909330214,0.000102030405060708
"fall",0.000417101147028154,0.000233986545773618,0.000306091215182124
"field",0.000417101147028154,0.000116993272886809,0.000561167227833895
"finding",0.000417101147028154,0.000584966364434045,0.00025507601265177
"free",0.000417101147028154,0.000233986545773618,0.00025507601265177
"history",0.000417101147028154,0.000116993272886809,0.000459136822773186
"houses",0.000417101147028154,0.000175489909330214,0.000153045607591062
"killed",0.000417101147028154,0.000175489909330214,0.000102030405060708
"middle",0.000417101147028154,0.000233986545773618,0.000102030405060708
"move",0.000417101147028154,0.00116993272886809,0.00102030405060708
"moves",0.000417101147028154,0.000467973091547236,0.000204060810121416
"negative",0.000417101147028154,0.000233986545773618,0.000561167227833895
"occurs",0.000417101147028154,0.000116993272886809,0.00025507601265177
"plays",0.000417101147028154,0.000760456273764259,0.000102030405060708
"position",0.000417101147028154,0.00146241591108511,0.000816243240485665
"properly",0.000417101147028154,0.000526469727990641,0.00025507601265177
"question",0.000417101147028154,0.000467973091547236,0.000204060810121416
"result",0.000417101147028154,0.000409476455103832,0.00102030405060708
"reveal",0.000417101147028154,0.000116993272886809,0.000102030405060708
"setting",0.000417101147028154,0.00064346300087745,0.000102030405060708
"street",0.000417101147028154,0.000292483182217023,0.00025507601265177
"times",0.000417101147028154,0.00175489909330214,0.00051015202530354
"top",0.000417101147028154,0.000935946183094472,0.000459136822773186
"avoid",0.000364963503649635,0.000350979818660427,0.00051015202530354
"defined",0.000364963503649635,0.000175489909330214,0.000612182430364249
"fantasy",0.000364963503649635,0.000175489909330214,0.000153045607591062
"feel",0.000364963503649635,0.00152091254752852,0.000153045607591062
"films",0.000364963503649635,0.000116993272886809,0.000714212835424957
"hand",0.000364963503649635,0.000701959637320854,0.000612182430364249
"hope",0.000364963503649635,0.000175489909330214,0.000153045607591062
"including",0.000364963503649635,0.000116993272886809,0.000561167227833895
"job",0.000364963503649635,0.000760456273764259,0.000306091215182124
"john",0.000364963503649635,0.000350979818660427,0.000102030405060708
"literally",0.000364963503649635,0.000116993272886809,0.000153045607591062
"matter",0.000364963503649635,0.000350979818660427,0.000459136822773186
"mechanical",0.000364963503649635,0.000116993272886809,0.000204060810121416
"modern",0.000364963503649635,0.000175489909330214,0.000102030405060708
"object",0.000364963503649635,0.000116993272886809,0.00168350168350168
"perfect",0.000364963503649635,0.000350979818660427,0.00025507601265177
"provide",0.000364963503649635,0.000116993272886809,0.00132639526578921
"represent",0.000364963503649635,0.000233986545773618,0.000459136822773186
"rule",0.000364963503649635,0.000292483182217023,0.000204060810121416
"run",0.000364963503649635,0.000526469727990641,0.000408121620242832
"stop",0.000364963503649635,0.000818952910207663,0.000357106417712478
"taking",0.000364963503649635,0.000409476455103832,0.00025507601265177
"ultimate",0.000364963503649635,0.000175489909330214,0.000153045607591062
"warm",0.000364963503649635,0.000175489909330214,0.000102030405060708
"advanced",0.000312825860271116,0.000818952910207663,0.000357106417712478
"appears",0.000312825860271116,0.000116993272886809,0.000306091215182124
"aware",0.000312825860271116,0.000584966364434045,0.000102030405060708
"bank",0.000312825860271116,0.000116993272886809,0.000102030405060708
"boy",0.000312825860271116,0.000116993272886809,0.000102030405060708
"break",0.000312825860271116,0.000584966364434045,0.00025507601265177
"craft",0.000312825860271116,0.000526469727990641,0.000153045607591062
"creates",0.000312825860271116,0.000409476455103832,0.000306091215182124
"deep",0.000312825860271116,0.000467973091547236,0.000153045607591062
"define",0.000312825860271116,0.000116993272886809,0.00025507601265177
"depth",0.000312825860271116,0.000175489909330214,0.00051015202530354
"detail",0.000312825860271116,0.000175489909330214,0.000918273645546373
"determine",0.000312825860271116,0.000116993272886809,0.000408121620242832
"difference",0.000312825860271116,0.000175489909330214,0.000357106417712478
"difficult",0.000312825860271116,0.000701959637320854,0.000561167227833895
"direction",0.000312825860271116,0.000233986545773618,0.000714212835424957
"easy",0.000312825860271116,0.000409476455103832,0.000561167227833895
"eye",0.000312825860271116,0.000350979818660427,0.000612182430364249
"heart",0.000312825860271116,0.000584966364434045,0.000102030405060708
"highly",0.000312825860271116,0.000116993272886809,0.000306091215182124
"horror",0.000312825860271116,0.000350979818660427,0.000102030405060708
"individuals",0.000312825860271116,0.000175489909330214,0.000102030405060708
"larger",0.000312825860271116,0.000116993272886809,0.000459136822773186
"lot",0.000312825860271116,0.000467973091547236,0.000459136822773186
"magic",0.000312825860271116,0.000175489909330214,0.000102030405060708
"meet",0.000312825860271116,0.000233986545773618,0.000306091215182124
"meets",0.000312825860271116,0.000116993272886809,0.000102030405060708
"obvious",0.000312825860271116,0.000292483182217023,0.000204060810121416
"quality",0.000312825860271116,0.000935946183094472,0.00051015202530354
"reasons",0.000312825860271116,0.000584966364434045,0.000102030405060708
"relationship",0.000312825860271116,0.000292483182217023,0.000408121620242832
"sets",0.000312825860271116,0.000292483182217023,0.000714212835424957
"solve",0.000312825860271116,0.000818952910207663,0.000102030405060708
"st",0.000312825860271116,0.000175489909330214,0.000204060810121416
"starting",0.000312825860271116,0.000701959637320854,0.000408121620242832
"strongly",0.000312825860271116,0.000409476455103832,0.000102030405060708
"thousands",0.000312825860271116,0.000116993272886809,0.000153045607591062
"told",0.000312825860271116,0.000701959637320854,0.000102030405060708
"ultimately",0.000312825860271116,0.000233986545773618,0.000153045607591062
"understand",0.000312825860271116,0.000350979818660427,0.00025507601265177
"versus",0.000312825860271116,0.000116993272886809,0.000408121620242832
"view",0.000312825860271116,0.000175489909330214,0.000306091215182124
"absolute",0.000260688216892596,0.000175489909330214,0.000153045607591062
"actor",0.000260688216892596,0.0218192453933899,0.00107131925313743
"adult",0.000260688216892596,0.000175489909330214,0.000102030405060708
"base",0.000260688216892596,0.000584966364434045,0.000306091215182124
"beat",0.000260688216892596,0.00140391927464171,0.000102030405060708
"called",0.000260688216892596,0.00064346300087745,0.000765228037955311
"coming",0.000260688216892596,0.000409476455103832,0.000153045607591062
"complete",0.000260688216892596,0.00064346300087745,0.000357106417712478
"connect",0.000260688216892596,0.000116993272886809,0.000102030405060708
"connection",0.000260688216892596,0.000292483182217023,0.000153045607591062
"cut",0.000260688216892596,0.000175489909330214,0.00051015202530354
"dark",0.000260688216892596,0.000175489909330214,0.00025507601265177
"describe",0.000260688216892596,0.000350979818660427,0.000459136822773186
"details",0.000260688216892596,0.000292483182217023,0.000357106417712478
"developing",0.000260688216892596,0.000175489909330214,0.000459136822773186
"enter",0.000260688216892596,0.000116993272886809,0.000153045607591062
"episode",0.000260688216892596,0.000116993272886809,0.000204060810121416
"equal",0.000260688216892596,0.000175489909330214,0.000153045607591062
"explore",0.000260688216892596,0.00140391927464171,0.000102030405060708
"extend",0.000260688216892596,0.000116993272886809,0.000204060810121416
"extremely",0.000260688216892596,0.000350979818660427,0.000459136822773186
"falling",0.000260688216892596,0.000116993272886809,0.000204060810121416
"giving",0.000260688216892596,0.000409476455103832,0.000102030405060708
"helps",0.000260688216892596,0.000467973091547236,0.000204060810121416
"hold",0.000260688216892596,0.000116993272886809,0.00025507601265177
"hours",0.000260688216892596,0.000467973091547236,0.000153045607591062
"ideas",0.000260688216892596,0.000701959637320854,0.000153045607591062
"importance",0.000260688216892596,0.000760456273764259,0.000153045607591062
"include",0.000260688216892596,0.000350979818660427,0.000765228037955311
"increase",0.000260688216892596,0.000116993272886809,0.000204060810121416
"individual",0.000260688216892596,0.0013454226381983,0.000561167227833895
"initial",0.000260688216892596,0.000233986545773618,0.00025507601265177
"intensity",0.000260688216892596,0.000233986545773618,0.000306091215182124
"larry",0.000260688216892596,0.000116993272886809,0.000102030405060708
"late",0.000260688216892596,0.000175489909330214,0.000102030405060708
"leaves",0.000260688216892596,0.000233986545773618,0.000102030405060708
"moving",0.000260688216892596,0.000350979818660427,0.000918273645546373
"names",0.000260688216892596,0.000116993272886809,0.000102030405060708
"necessarily",0.000260688216892596,0.000292483182217023,0.00025507601265177
"normal",0.000260688216892596,0.000116993272886809,0.000357106417712478
"objects",0.000260688216892596,0.000292483182217023,0.00173451688603204
"ofeach",0.000260688216892596,0.000175489909330214,0.000102030405060708
"options",0.000260688216892596,0.000175489909330214,0.000204060810121416
"patterns",0.000260688216892596,0.000116993272886809,0.000102030405060708
"poor",0.000260688216892596,0.000116993272886809,0.000153045607591062
"popular",0.000260688216892596,0.000116993272886809,0.000204060810121416
"precise",0.000260688216892596,0.000116993272886809,0.000102030405060708
"references",0.000260688216892596,0.000116993272886809,0.000357106417712478
"remember",0.000260688216892596,0.00105293945598128,0.000102030405060708
"requires",0.000260688216892596,0.000584966364434045,0.000561167227833895
"rest",0.000260688216892596,0.000584966364434045,0.000153045607591062
"river",0.000260688216892596,0.000409476455103832,0.000102030405060708
"save",0.000260688216892596,0.000116993272886809,0.000408121620242832
"scope",0.000260688216892596,0.000116993272886809,0.000306091215182124
"script",0.000260688216892596,0.000877449546651068,0.000459136822773186
"section",0.000260688216892596,0.000584966364434045,0.000408121620242832
"shift",0.000260688216892596,0.000116993272886809,0.000102030405060708
"special",0.000260688216892596,0.000175489909330214,0.00137741046831956
"study",0.000260688216892596,0.00116993272886809,0.000102030405060708
"titles",0.000260688216892596,0.000526469727990641,0.000102030405060708
"tool",0.000260688216892596,0.000526469727990641,0.000969288848076727
"tools",0.000260688216892596,0.000935946183094472,0.00147944087338027
"totally",0.000260688216892596,0.000233986545773618,0.000153045607591062
"typically",0.000260688216892596,0.000935946183094472,0.000714212835424957
"version",0.000260688216892596,0.000175489909330214,0.000561167227833895
"village",0.000260688216892596,0.000116993272886809,0.000153045607591062
"achieve",0.000208550573514077,0.000350979818660427,0.00025507601265177
"actual",0.000208550573514077,0.000350979818660427,0.000561167227833895
"approaches",0.000208550573514077,0.000292483182217023,0.000153045607591062
"aspect",0.000208550573514077,0.000175489909330214,0.000561167227833895
"attempt",0.000208550573514077,0.000350979818660427,0.000102030405060708
"board",0.000208550573514077,0.000233986545773618,0.000153045607591062
"brian",0.000208550573514077,0.000116993272886809,0.000102030405060708
"capable",0.000208550573514077,0.000175489909330214,0.000204060810121416
"car",0.000208550573514077,0.000233986545773618,0.000357106417712478
"care",0.000208550573514077,0.000292483182217023,0.00025507601265177
"challenges",0.000208550573514077,0.000175489909330214,0.000102030405060708
"close",0.000208550573514077,0.000175489909330214,0.000357106417712478
"combination",0.000208550573514077,0.000116993272886809,0.000306091215182124
"concept",0.000208550573514077,0.000292483182217023,0.000408121620242832
"connecting",0.000208550573514077,0.000233986545773618,0.000102030405060708
"conversation",0.000208550573514077,0.000175489909330214,0.000102030405060708
"created",0.000208550573514077,0.000350979818660427,0.00102030405060708
"crew",0.000208550573514077,0.000175489909330214,0.00107131925313743
"description",0.000208550573514077,0.000233986545773618,0.000357106417712478
"design",0.000208550573514077,0.000175489909330214,0.00147944087338027
"develop",0.000208550573514077,0.000467973091547236,0.000102030405060708
"direct",0.000208550573514077,0.000701959637320854,0.00025507601265177
"directly",0.000208550573514077,0.000292483182217023,0.000561167227833895
"director",0.000208550573514077,0.00181339572974554,0.00198959289868381
"discovered",0.000208550573514077,0.000175489909330214,0.000102030405060708
"door",0.000208550573514077,0.000350979818660427,0.000204060810121416
"eventually",0.000208550573514077,0.000526469727990641,0.000153045607591062
"experiences",0.000208550573514077,0.000350979818660427,0.000102030405060708
"falls",0.000208550573514077,0.000175489909330214,0.000102030405060708
"famous",0.000208550573514077,0.000175489909330214,0.000102030405060708
"fewer",0.000208550573514077,0.000116993272886809,0.000102030405060708
"focus",0.000208550573514077,0.000818952910207663,0.000612182430364249
"founded",0.000208550573514077,0.000292483182217023,0.000102030405060708
"fourth",0.000208550573514077,0.000116993272886809,0.000102030405060708
"guide",0.000208550573514077,0.000292483182217023,0.000204060810121416
"happening",0.000208550573514077,0.000350979818660427,0.000153045607591062
"helping",0.000208550573514077,0.000175489909330214,0.000153045607591062
"imagination",0.000208550573514077,0.00286633518572682,0.000153045607591062
"impossible",0.000208550573514077,0.000350979818660427,0.00025507601265177
"index",0.000208550573514077,0.000233986545773618,0.000102030405060708
"involves",0.000208550573514077,0.000175489909330214,0.000153045607591062
"issue",0.000208550573514077,0.000175489909330214,0.000357106417712478
"leader",0.000208550573514077,0.000467973091547236,0.000102030405060708
"levels",0.000208550573514077,0.000175489909330214,0.00025507601265177
"light",0.000208550573514077,0.000350979818660427,0.00372410978471585
"logic",0.000208550573514077,0.000175489909330214,0.000102030405060708
"method",0.000208550573514077,0.00122842936531149,0.000918273645546373
"music",0.000208550573514077,0.000526469727990641,0.000102030405060708
"named",0.000208550573514077,0.000175489909330214,0.000102030405060708
"note",0.000208550573514077,0.000584966364434045,0.000408121620242832
"occasionally",0.000208550573514077,0.000175489909330214,0.000102030405060708
"occur",0.000208550573514077,0.000175489909330214,0.000204060810121416
"pair",0.000208550573514077,0.000175489909330214,0.000102030405060708
"pattern",0.000208550573514077,0.000116993272886809,0.000357106417712478
"pay",0.000208550573514077,0.000292483182217023,0.000153045607591062
"peter",0.000208550573514077,0.000292483182217023,0.000102030405060708
"played",0.000208550573514077,0.000584966364434045,0.000204060810121416
"playing",0.000208550573514077,0.00140391927464171,0.000102030405060708
"practical",0.000208550573514077,0.000233986545773618,0.000561167227833895
"proper",0.000208550573514077,0.000760456273764259,0.000306091215182124
"putting",0.000208550573514077,0.000526469727990641,0.000153045607591062
"quickly",0.000208550573514077,0.000409476455103832,0.000459136822773186
"range",0.000208550573514077,0.000526469727990641,0.00107131925313743
"reaches",0.000208550573514077,0.000116993272886809,0.000102030405060708
"road",0.000208550573514077,0.000994442819537876,0.000153045607591062
"role",0.000208550573514077,0.00228136882129278,0.00025507601265177
"running",0.000208550573514077,0.000292483182217023,0.000153045607591062
"send",0.000208550573514077,0.000116993272886809,0.000153045607591062
"separate",0.000208550573514077,0.000116993272886809,0.00051015202530354
"serve",0.000208550573514077,0.000584966364434045,0.000204060810121416
"setup",0.000208550573514077,0.000350979818660427,0.000663197632894603
"similar",0.000208550573514077,0.000350979818660427,0.000714212835424957
"slight",0.000208550573514077,0.000175489909330214,0.000102030405060708
"stage",0.000208550573514077,0.00245685873062299,0.000612182430364249
"started",0.000208550573514077,0.000818952910207663,0.000153045607591062
"stay",0.000208550573514077,0.000701959637320854,0.000102030405060708
"style",0.000208550573514077,0.000409476455103832,0.000408121620242832
"success",0.000208550573514077,0.000292483182217023,0.000306091215182124
"suggests",0.000208550573514077,0.000116993272886809,0.000102030405060708
"television",0.000208550573514077,0.000584966364434045,0.00025507601265177
"thomas",0.000208550573514077,0.000175489909330214,0.000102030405060708
"train",0.000208550573514077,0.000233986545773618,0.000102030405060708
"trust",0.000208550573514077,0.000760456273764259,0.000153045607591062
"water",0.000208550573514077,0.000175489909330214,0.000459136822773186
"worse",0.000208550573514077,0.000175489909330214,0.000102030405060708
"worst",0.000208550573514077,0.000175489909330214,0.000102030405060708
"written",0.000208550573514077,0.000350979818660427,0.000153045607591062
"actors",0.000156412930135558,0.0155601052939456,0.00158147127844098
"air",0.000156412930135558,0.000116993272886809,0.000204060810121416
"arent",0.000156412930135558,0.000233986545773618,0.000102030405060708
"aspects",0.000156412930135558,0.000409476455103832,0.000408121620242832
"attention",0.000156412930135558,0.000584966364434045,0.000306091215182124
"background",0.000156412930135558,0.000467973091547236,0.00147944087338027
"badly",0.000156412930135558,0.000116993272886809,0.000102030405060708
"boundaries",0.000156412930135558,0.000116993272886809,0.000102030405060708
"box",0.000156412930135558,0.000292483182217023,0.000102030405060708
"breaks",0.000156412930135558,0.000116993272886809,0.000102030405060708
"broken",0.000156412930135558,0.000233986545773618,0.000153045607591062
"built",0.000156412930135558,0.000116993272886809,0.000867258443016019
"camera",0.000156412930135558,0.000935946183094472,0.0069890827466585
"choose",0.000156412930135558,0.000467973091547236,0.000102030405060708
"chosen",0.000156412930135558,0.000233986545773618,0.000204060810121416
"cold",0.000156412930135558,0.000175489909330214,0.000102030405060708
"combining",0.000156412930135558,0.000116993272886809,0.000153045607591062
"completely",0.000156412930135558,0.000526469727990641,0.00051015202530354
"constant",0.000156412930135558,0.000116993272886809,0.000153045607591062
"constructing",0.000156412930135558,0.000175489909330214,0.000102030405060708
"control",0.000156412930135558,0.000467973091547236,0.00142842567084991
"cover",0.000156412930135558,0.000116993272886809,0.00025507601265177
"creation",0.000156412930135558,0.000116993272886809,0.000816243240485665
"creative",0.000156412930135558,0.000292483182217023,0.00102030405060708
"cutting",0.000156412930135558,0.000116993272886809,0.00025507601265177
"days",0.000156412930135558,0.000350979818660427,0.00025507601265177
"decide",0.000156412930135558,0.000467973091547236,0.000102030405060708
"defines",0.000156412930135558,0.000116993272886809,0.000102030405060708
"defining",0.000156412930135558,0.000116993272886809,0.00025507601265177
"degree",0.000156412930135558,0.000116993272886809,0.000204060810121416
"demands",0.000156412930135558,0.000292483182217023,0.000204060810121416
"designed",0.000156412930135558,0.000175489909330214,0.000612182430364249
"discuss",0.000156412930135558,0.000877449546651068,0.000306091215182124
"discussed",0.000156412930135558,0.000175489909330214,0.00051015202530354
"driving",0.000156412930135558,0.000116993272886809,0.000153045607591062
"element",0.000156412930135558,0.000116993272886809,0.000765228037955311
"emotional",0.000156412930135558,0.00286633518572682,0.000153045607591062
"error",0.000156412930135558,0.000292483182217023,0.000102030405060708
"essentially",0.000156412930135558,0.000292483182217023,0.000357106417712478
"established",0.000156412930135558,0.000350979818660427,0.000102030405060708
